Province,A(H1N1)pdm09,AH3,Auns,A,B,RSV,PIV1,PIV2,PIV3,PIV4,PIV-Other,ADENO,HMPV,RHINO,Corona,EndingDate
Yukon,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-12-22
Northwest Territories,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2018-12-22
Nunavut,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-12-22
Newfoundland,0.0,0.0,23.0,23.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,12.0,0.0,2018-12-29
Prince Edward Island,9.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-12-29
Nova Scotia,0.0,0.0,9.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018-12-29
New Brunswick,0.0,0.0,211.0,211.0,0.0,44.0,0.0,2.0,1.0,5.0,0.0,6.0,1.0,16.0,1.0,2018-12-29
Quebec,0.0,0.0,757.0,758.0,5.0,273.0,0.0,2.0,2.0,0.0,0.0,8.0,5.0,0.0,44.0,2018-12-29
Onatrio,105.0,28.0,190.0,323.0,2.0,162.0,5.0,7.0,2.0,4.0,0.0,8.0,18.0,14.0,20.0,2018-12-29
Manitoba,17.0,0.0,82.0,99.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2018-12-29
Saskatchewan,0.0,0.0,55.0,55.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,9.0,1.0,2018-12-29
Alberta,289.0,7.0,36.0,332.0,6.0,0.0,1.0,12.0,18.0,14.0,0.0,14.0,34.0,151.0,70.0,2018-12-29
British Columbia,306.0,4.0,184.0,494.0,0.0,63.0,1.0,2.0,5.0,4.0,0.0,2.0,1.0,16.0,4.0,2018-12-29
Yukon,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-12-29
Northwest Territories,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2018-12-29
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-12-29
Newfoundland,0.0,0.0,34.0,34.0,0.0,25.0,0.0,2.0,5.0,0.0,0.0,0.0,4.0,21.0,0.0,2019-01-05
Prince Edward Island,17.0,0.0,0.0,17.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-05
Nova Scotia,0.0,0.0,20.0,20.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2019-01-05
New Brunswick,0.0,0.0,211.0,211.0,0.0,33.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,7.0,3.0,2019-01-05
Quebec,0.0,0.0,1627.0,1627.0,17.0,646.0,2.0,1.0,4.0,1.0,0.0,13.0,13.0,0.0,40.0,2019-01-05
Onatrio,242.0,36.0,167.0,445.0,2.0,304.0,1.0,4.0,6.0,4.0,0.0,4.0,10.0,15.0,7.0,2019-01-05
Manitoba,13.0,0.0,108.0,121.0,1.0,28.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,8.0,3.0,2019-01-05
Saskatchewan,188.0,5.0,75.0,268.0,3.0,58.0,0.0,9.0,16.0,6.0,0.0,4.0,10.0,67.0,10.0,2019-01-05
Alberta,178.0,5.0,43.0,226.0,3.0,0.0,5.0,9.0,15.0,6.0,0.0,5.0,41.0,132.0,64.0,2019-01-05
British Columbia,192.0,8.0,207.0,407.0,1.0,70.0,0.0,8.0,12.0,3.0,0.0,3.0,5.0,45.0,15.0,2019-01-05
Yukon,11.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-05
Northwest Territories,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2019-01-05
Nunavut,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2019-01-05
Newfoundland,0.0,0.0,21.0,21.0,0.0,16.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,7.0,0.0,2019-01-12
Prince Edward Island,20.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-12
Nova Scotia,0.0,0.0,33.0,33.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-01-12
New Brunswick,26.0,2.0,239.0,267.0,0.0,58.0,0.0,2.0,0.0,3.0,0.0,7.0,2.0,20.0,1.0,2019-01-12
Quebec,0.0,0.0,1334.0,1334.0,32.0,586.0,3.0,5.0,2.0,3.0,0.0,18.0,18.0,0.0,56.0,2019-01-12
Onatrio,213.0,56.0,140.0,409.0,6.0,280.0,1.0,8.0,5.0,0.0,0.0,9.0,17.0,21.0,18.0,2019-01-12
Manitoba,15.0,0.0,74.0,89.0,0.0,37.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,3.0,4.0,2019-01-12
Saskatchewan,28.0,0.0,24.0,52.0,1.0,41.0,1.0,1.0,4.0,1.0,0.0,1.0,7.0,29.0,9.0,2019-01-12
Alberta,102.0,7.0,38.0,147.0,3.0,0.0,2.0,9.0,14.0,13.0,0.0,5.0,20.0,106.0,88.0,2019-01-12
British Columbia,31.0,1.0,66.0,98.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-12
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-12
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,2019-01-12
Nunavut,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2019-01-12
Newfoundland,0.0,0.0,52.0,52.0,0.0,18.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,6.0,0.0,2019-01-19
Prince Edward Island,32.0,0.0,0.0,32.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-19
Nova Scotia,0.0,0.0,17.0,17.0,1.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-01-19
New Brunswick,25.0,3.0,186.0,214.0,0.0,76.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,5.0,8.0,2019-01-19
Quebec,0.0,0.0,1051.0,1051.0,25.0,557.0,7.0,3.0,3.0,2.0,0.0,15.0,13.0,0.0,59.0,2019-01-19
Onatrio,165.0,69.0,185.0,419.0,7.0,258.0,1.0,10.0,8.0,1.0,0.0,5.0,16.0,26.0,15.0,2019-01-19
Manitoba,10.0,1.0,48.0,59.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,8.0,2019-01-19
Saskatchewan,41.0,1.0,20.0,62.0,2.0,63.0,0.0,5.0,6.0,1.0,0.0,5.0,7.0,39.0,21.0,2019-01-19
Alberta,59.0,12.0,23.0,94.0,1.0,0.0,1.0,8.0,14.0,6.0,0.0,11.0,24.0,74.0,60.0,2019-01-19
British Columbia,193.0,13.0,93.0,299.0,3.0,69.0,2.0,4.0,8.0,4.0,0.0,3.0,2.0,32.0,21.0,2019-01-19
Yukon,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-19
Northwest Territories,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2019-01-19
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-01-19
Newfoundland,0.0,0.0,26.0,26.0,0.0,18.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,10.0,0.0,2019-01-26
Prince Edward Island,41.0,0.0,0.0,41.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-26
Nova Scotia,0.0,0.0,27.0,27.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2019-01-26
New Brunswick,20.0,4.0,157.0,181.0,0.0,79.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,6.0,13.0,2019-01-26
Quebec,0.0,0.0,1011.0,1011.0,32.0,601.0,1.0,1.0,5.0,0.0,0.0,17.0,8.0,0.0,34.0,2019-01-26
Onatrio,139.0,51.0,166.0,356.0,6.0,264.0,0.0,1.0,4.0,0.0,0.0,5.0,14.0,18.0,13.0,2019-01-26
Manitoba,10.0,20.0,0.0,30.0,0.0,29.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,5.0,2.0,2019-01-26
Saskatchewan,18.0,1.0,15.0,34.0,3.0,60.0,1.0,0.0,4.0,2.0,0.0,1.0,8.0,25.0,16.0,2019-01-26
Alberta,44.0,10.0,20.0,74.0,4.0,0.0,1.0,11.0,17.0,4.0,0.0,7.0,21.0,80.0,72.0,2019-01-26
British Columbia,218.0,22.0,87.0,327.0,2.0,81.0,0.0,1.0,13.0,2.0,0.0,2.0,1.0,43.0,33.0,2019-01-26
Yukon,10.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-26
Northwest Territories,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,2019-01-26
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2019-01-26
Newfoundland,0.0,0.0,38.0,38.0,0.0,26.0,0.0,10.0,5.0,0.0,0.0,3.0,6.0,13.0,0.0,2019-02-02
Prince Edward Island,20.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-02
Nova Scotia,0.0,0.0,32.0,32.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2019-02-02
New Brunswick,27.0,1.0,148.0,176.0,0.0,82.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,9.0,17.0,2019-02-02
Quebec,0.0,0.0,940.0,940.0,22.0,566.0,0.0,1.0,7.0,1.0,0.0,17.0,20.0,0.0,33.0,2019-02-02
Onatrio,149.0,62.0,176.0,387.0,3.0,232.0,0.0,2.0,8.0,0.0,0.0,4.0,17.0,10.0,7.0,2019-02-02
Manitoba,13.0,1.0,10.0,24.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,4.0,2019-02-02
Saskatchewan,11.0,1.0,7.0,19.0,2.0,59.0,0.0,0.0,2.0,1.0,0.0,1.0,11.0,16.0,22.0,2019-02-02
Alberta,43.0,7.0,21.0,71.0,8.0,0.0,2.0,5.0,4.0,5.0,0.0,14.0,29.0,86.0,86.0,2019-02-02
British Columbia,152.0,35.0,45.0,232.0,5.0,80.0,1.0,7.0,13.0,6.0,0.0,10.0,1.0,39.0,26.0,2019-02-02
Yukon,4.0,0.0,3.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-02
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2019-02-02
Nunavut,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-02
Newfoundland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-09
Prince Edward Island,21.0,0.0,0.0,21.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-09
Nova Scotia,0.0,0.0,41.0,41.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2019-02-09
New Brunswick,20.0,2.0,103.0,125.0,0.0,85.0,0.0,1.0,1.0,2.0,0.0,2.0,11.0,7.0,20.0,2019-02-09
Quebec,0.0,0.0,815.0,815.0,21.0,535.0,1.0,0.0,7.0,0.0,0.0,14.0,13.0,0.0,39.0,2019-02-09
Onatrio,126.0,62.0,169.0,357.0,7.0,242.0,0.0,1.0,0.0,0.0,0.0,6.0,12.0,22.0,11.0,2019-02-09
Manitoba,4.0,1.0,21.0,26.0,1.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,2.0,2019-02-09
Saskatchewan,9.0,1.0,7.0,17.0,1.0,66.0,0.0,4.0,10.0,0.0,0.0,1.0,11.0,25.0,13.0,2019-02-09
Alberta,17.0,17.0,17.0,51.0,8.0,0.0,1.0,11.0,9.0,8.0,0.0,12.0,18.0,86.0,77.0,2019-02-09
British Columbia,85.0,23.0,59.0,167.0,2.0,90.0,0.0,1.0,7.0,0.0,0.0,7.0,1.0,34.0,27.0,2019-02-09
Yukon,4.0,0.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-09
Northwest Territories,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2019-02-09
Nunavut,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-02-09
Newfoundland,0.0,0.0,26.0,26.0,0.0,30.0,0.0,4.0,4.0,0.0,0.0,0.0,7.0,10.0,0.0,2019-02-16
Prince Edward Island,11.0,0.0,0.0,11.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-16
Nova Scotia,0.0,0.0,58.0,58.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2019-02-16
New Brunswick,23.0,0.0,87.0,110.0,0.0,87.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,3.0,6.0,2019-02-16
Quebec,0.0,0.0,734.0,734.0,10.0,511.0,0.0,1.0,9.0,0.0,0.0,23.0,24.0,0.0,23.0,2019-02-16
Onatrio,96.0,69.0,150.0,315.0,4.0,202.0,0.0,0.0,0.0,1.0,0.0,5.0,9.0,2.0,2.0,2019-02-16
Manitoba,4.0,0.0,7.0,11.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,2019-02-16
Saskatchewan,5.0,2.0,1.0,8.0,2.0,48.0,0.0,1.0,6.0,0.0,0.0,2.0,7.0,18.0,12.0,2019-02-16
Alberta,26.0,17.0,17.0,60.0,9.0,0.0,0.0,3.0,13.0,5.0,0.0,8.0,34.0,70.0,69.0,2019-02-16
British Columbia,52.0,21.0,122.0,195.0,5.0,92.0,0.0,1.0,9.0,2.0,0.0,2.0,1.0,34.0,17.0,2019-02-16
Yukon,2.0,0.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-16
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,2019-02-16
Nunavut,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2019-02-16
Newfoundland,0.0,0.0,32.0,32.0,0.0,32.0,0.0,5.0,2.0,0.0,0.0,3.0,4.0,8.0,0.0,2019-02-23
Prince Edward Island,2.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-02-23
Nova Scotia,0.0,0.0,76.0,76.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-23
New Brunswick,14.0,2.0,120.0,136.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,14.0,2019-02-23
Quebec,0.0,0.0,594.0,594.0,15.0,415.0,3.0,0.0,7.0,0.0,0.0,16.0,19.0,0.0,31.0,2019-02-23
Onatrio,67.0,66.0,135.0,268.0,4.0,163.0,1.0,1.0,4.0,0.0,0.0,3.0,20.0,13.0,2.0,2019-02-23
Manitoba,0.0,2.0,10.0,12.0,0.0,39.0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,6.0,14.0,2019-02-23
Saskatchewan,1.0,1.0,3.0,5.0,3.0,60.0,1.0,2.0,9.0,0.0,0.0,4.0,11.0,24.0,20.0,2019-02-23
Alberta,28.0,27.0,17.0,72.0,10.0,0.0,0.0,6.0,17.0,2.0,0.0,10.0,30.0,51.0,46.0,2019-02-23
British Columbia,83.0,101.0,116.0,300.0,5.0,101.0,0.0,3.0,8.0,2.0,0.0,6.0,1.0,21.0,32.0,2019-02-23
Yukon,3.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-23
Northwest Territories,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,2019-02-23
Nunavut,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-23
Newfoundland,0.0,0.0,40.0,40.0,0.0,29.0,0.0,2.0,16.0,0.0,0.0,1.0,9.0,4.0,0.0,2019-03-02
Prince Edward Island,9.0,2.0,0.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2019-03-02
Nova Scotia,0.0,0.0,64.0,64.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-02
New Brunswick,0.0,2.0,126.0,128.0,1.0,81.0,0.0,0.0,3.0,0.0,0.0,1.0,12.0,5.0,9.0,2019-03-02
Quebec,0.0,0.0,601.0,601.0,28.0,394.0,2.0,1.0,8.0,0.0,0.0,12.0,17.0,0.0,26.0,2019-03-02
Onatrio,55.0,91.0,118.0,264.0,11.0,132.0,4.0,3.0,7.0,1.0,0.0,6.0,15.0,31.0,9.0,2019-03-02
Manitoba,5.0,7.0,6.0,18.0,2.0,32.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,14.0,2019-03-02
Saskatchewan,2.0,1.0,10.0,13.0,6.0,60.0,0.0,1.0,20.0,3.0,0.0,2.0,10.0,25.0,31.0,2019-03-02
Alberta,9.0,42.0,30.0,81.0,4.0,0.0,0.0,3.0,12.0,1.0,0.0,7.0,24.0,62.0,58.0,2019-03-02
British Columbia,114.0,124.0,170.0,408.0,11.0,94.0,0.0,1.0,9.0,1.0,0.0,4.0,2.0,31.0,29.0,2019-03-02
Yukon,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-02
Northwest Territories,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2019-03-02
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2019-03-02
Newfoundland,0.0,0.0,55.0,55.0,0.0,34.0,0.0,5.0,10.0,0.0,0.0,3.0,3.0,3.0,0.0,2019-03-09
Prince Edward Island,11.0,5.0,0.0,16.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-09
Nova Scotia,0.0,0.0,94.0,94.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-03-09
New Brunswick,13.0,4.0,85.0,102.0,2.0,63.0,0.0,0.0,3.0,0.0,0.0,2.0,8.0,6.0,9.0,2019-03-09
Quebec,0.0,0.0,615.0,615.0,19.0,395.0,4.0,0.0,12.0,1.0,0.0,15.0,32.0,0.0,26.0,2019-03-09
Onatrio,39.0,91.0,128.0,258.0,10.0,82.0,2.0,0.0,14.0,1.0,0.0,5.0,26.0,16.0,11.0,2019-03-09
Manitoba,2.0,0.0,8.0,10.0,0.0,28.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,7.0,8.0,2019-03-09
Saskatchewan,10.0,6.0,25.0,41.0,5.0,55.0,0.0,0.0,10.0,0.0,0.0,4.0,10.0,18.0,28.0,2019-03-09
Alberta,23.0,55.0,33.0,111.0,19.0,0.0,0.0,4.0,18.0,2.0,0.0,12.0,35.0,55.0,55.0,2019-03-09
British Columbia,143.0,145.0,171.0,459.0,13.0,113.0,0.0,2.0,12.0,0.0,0.0,6.0,0.0,3.0,38.0,2019-03-09
Yukon,0.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-09
Northwest Territories,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,2019-03-09
Nunavut,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2019-03-09
Newfoundland,0.0,0.0,46.0,46.0,0.0,22.0,0.0,2.0,4.0,0.0,0.0,1.0,9.0,3.0,0.0,2019-03-16
Prince Edward Island,6.0,11.0,0.0,17.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019-03-16
Nova Scotia,0.0,0.0,57.0,57.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2019-03-16
New Brunswick,7.0,7.0,108.0,122.0,4.0,70.0,0.0,0.0,7.0,0.0,0.0,1.0,18.0,14.0,10.0,2019-03-16
Quebec,0.0,0.0,499.0,499.0,17.0,270.0,2.0,2.0,13.0,0.0,0.0,18.0,21.0,0.0,16.0,2019-03-16
Onatrio,52.0,84.0,92.0,228.0,11.0,72.0,2.0,0.0,8.0,0.0,0.0,6.0,15.0,10.0,7.0,2019-03-16
Manitoba,3.0,8.0,1.0,12.0,0.0,38.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,7.0,7.0,2019-03-16
Saskatchewan,5.0,5.0,20.0,30.0,9.0,52.0,0.0,0.0,14.0,0.0,0.0,5.0,12.0,14.0,25.0,2019-03-16
Alberta,9.0,58.0,52.0,119.0,20.0,0.0,0.0,4.0,17.0,3.0,0.0,10.0,21.0,56.0,36.0,2019-03-16
British Columbia,106.0,168.0,248.0,522.0,27.0,109.0,0.0,0.0,13.0,1.0,0.0,11.0,1.0,28.0,27.0,2019-03-16
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-16
Northwest Territories,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2019-03-16
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-16
Newfoundland,0.0,0.0,78.0,78.0,1.0,22.0,0.0,1.0,10.0,0.0,0.0,3.0,15.0,5.0,0.0,2019-03-23
Prince Edward Island,5.0,9.0,0.0,14.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2019-03-23
Nova Scotia,0.0,0.0,77.0,77.0,2.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2019-03-23
New Brunswick,13.0,6.0,101.0,120.0,24.0,54.0,0.0,0.0,3.0,0.0,0.0,4.0,13.0,10.0,10.0,2019-03-23
Quebec,0.0,0.0,423.0,423.0,26.0,278.0,2.0,1.0,22.0,0.0,0.0,17.0,39.0,0.0,11.0,2019-03-23
Onatrio,24.0,100.0,106.0,230.0,11.0,76.0,5.0,4.0,11.0,0.0,0.0,4.0,28.0,13.0,7.0,2019-03-23
Manitoba,2.0,3.0,6.0,11.0,3.0,22.0,0.0,1.0,2.0,0.0,0.0,2.0,7.0,11.0,15.0,2019-03-23
Saskatchewan,3.0,9.0,26.0,38.0,18.0,68.0,0.0,0.0,14.0,0.0,6.0,4.0,21.0,32.0,32.0,2019-03-23
Alberta,22.0,87.0,50.0,159.0,22.0,0.0,2.0,2.0,31.0,0.0,0.0,16.0,46.0,64.0,42.0,2019-03-23
British Columbia,59.0,125.0,355.0,539.0,22.0,99.0,0.0,1.0,23.0,1.0,0.0,8.0,4.0,30.0,32.0,2019-03-23
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-23
Northwest Territories,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2019-03-23
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2019-03-23
Newfoundland,0.0,0.0,97.0,97.0,0.0,23.0,0.0,0.0,6.0,0.0,0.0,0.0,16.0,5.0,0.0,2019-03-30
Prince Edward Island,1.0,10.0,1.0,12.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-03-30
Nova Scotia,0.0,0.0,39.0,39.0,1.0,25.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-03-30
New Brunswick,0.0,0.0,101.0,101.0,49.0,60.0,0.0,0.0,5.0,0.0,0.0,1.0,10.0,10.0,15.0,2019-03-30
Quebec,0.0,0.0,428.0,428.0,30.0,222.0,1.0,2.0,23.0,0.0,0.0,15.0,34.0,0.0,22.0,2019-03-30
Onatrio,21.0,89.0,78.0,188.0,6.0,55.0,3.0,3.0,17.0,1.0,0.0,8.0,26.0,11.0,8.0,2019-03-30
Manitoba,1.0,9.0,3.0,13.0,7.0,36.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,6.0,11.0,2019-03-30
Saskatchewan,4.0,2.0,17.0,23.0,12.0,29.0,0.0,0.0,2.0,0.0,15.0,8.0,18.0,21.0,6.0,2019-03-30
Alberta,21.0,100.0,57.0,178.0,21.0,0.0,0.0,1.0,29.0,3.0,0.0,13.0,50.0,67.0,41.0,2019-03-30
British Columbia,59.0,147.0,293.0,499.0,38.0,51.0,2.0,3.0,21.0,3.0,0.0,3.0,3.0,29.0,23.0,2019-03-30
Yukon,0.0,0.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-30
Northwest Territories,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2019-03-30
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-30
Newfoundland,0.0,0.0,149.0,149.0,0.0,22.0,0.0,1.0,8.0,0.0,0.0,1.0,15.0,5.0,0.0,2019-04-06
Prince Edward Island,2.0,6.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-06
Nova Scotia,0.0,0.0,42.0,42.0,2.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-06
