Province,A(H1N1)pdm09,AH3,Auns,A,B,RSV,PIV1,PIV2,PIV3,PIV4,PIV-Other,ADENO,HMPV,RHINO,Corona,EndingDate
New Brunswick,0.0,0.0,73.0,73.0,50.0,29.0,0.0,0.0,8.0,1.0,0.0,1.0,8.0,5.0,9.0,2019-04-06
Quebec,0.0,0.0,432.0,432.0,35.0,152.0,3.0,0.0,22.0,0.0,0.0,23.0,29.0,0.0,10.0,2019-04-06
Onatrio,12.0,120.0,85.0,217.0,6.0,46.0,2.0,1.0,21.0,2.0,0.0,7.0,26.0,6.0,4.0,2019-04-06
Manitoba,6.0,5.0,6.0,17.0,1.0,22.0,1.0,0.0,8.0,0.0,0.0,0.0,8.0,7.0,6.0,2019-04-06
Saskatchewan,1.0,11.0,24.0,36.0,11.0,42.0,0.0,0.0,5.0,0.0,14.0,2.0,22.0,30.0,7.0,2019-04-06
Alberta,8.0,106.0,43.0,157.0,22.0,0.0,0.0,8.0,44.0,3.0,0.0,12.0,38.0,85.0,27.0,2019-04-06
British Columbia,0.0,0.0,0.0,0.0,0.0,55.0,0.0,2.0,31.0,0.0,0.0,8.0,1.0,28.0,19.0,2019-04-06
Yukon,3.0,7.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-06
Northwest Territories,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2019-04-06
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-06
Newfoundland,0.0,0.0,97.0,97.0,0.0,16.0,0.0,5.0,9.0,0.0,0.0,2.0,32.0,11.0,0.0,2019-04-13
Prince Edward Island,1.0,7.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019-04-13
Nova Scotia,0.0,0.0,29.0,29.0,1.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2019-04-13
New Brunswick,0.0,0.0,50.0,50.0,42.0,40.0,0.0,0.0,9.0,1.0,0.0,2.0,5.0,14.0,8.0,2019-04-13
Quebec,0.0,0.0,400.0,400.0,46.0,136.0,7.0,1.0,37.0,1.0,0.0,20.0,39.0,0.0,10.0,2019-04-13
Onatrio,10.0,109.0,95.0,214.0,21.0,44.0,5.0,2.0,26.0,0.0,0.0,12.0,36.0,20.0,8.0,2019-04-13
Manitoba,3.0,11.0,7.0,21.0,1.0,17.0,1.0,1.0,10.0,0.0,0.0,4.0,6.0,18.0,5.0,2019-04-13
Saskatchewan,4.0,11.0,31.0,46.0,5.0,35.0,0.0,0.0,8.0,0.0,13.0,3.0,19.0,39.0,17.0,2019-04-13
Alberta,5.0,110.0,32.0,147.0,21.0,0.0,1.0,4.0,54.0,5.0,0.0,12.0,29.0,86.0,54.0,2019-04-13
British Columbia,78.0,243.0,69.0,390.0,19.0,34.0,0.0,0.0,24.0,5.0,0.0,2.0,3.0,22.0,17.0,2019-04-13
Yukon,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-13
Northwest Territories,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2019-04-13
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-04-13
Newfoundland,0.0,0.0,52.0,52.0,1.0,24.0,0.0,2.0,9.0,0.0,0.0,2.0,17.0,3.0,0.0,2019-04-20
Prince Edward Island,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-20
Nova Scotia,0.0,0.0,21.0,21.0,1.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2019-04-20
New Brunswick,0.0,0.0,59.0,59.0,35.0,38.0,0.0,2.0,8.0,0.0,0.0,1.0,7.0,11.0,7.0,2019-04-20
Quebec,0.0,0.0,301.0,301.0,61.0,105.0,4.0,0.0,50.0,0.0,0.0,16.0,35.0,0.0,15.0,2019-04-20
Onatrio,3.0,93.0,63.0,159.0,18.0,24.0,6.0,0.0,31.0,0.0,0.0,4.0,25.0,22.0,10.0,2019-04-20
Manitoba,1.0,6.0,5.0,12.0,5.0,19.0,0.0,3.0,10.0,0.0,0.0,1.0,2.0,12.0,3.0,2019-04-20
Saskatchewan,5.0,9.0,17.0,31.0,14.0,17.0,0.0,1.0,12.0,0.0,0.0,6.0,18.0,30.0,17.0,2019-04-20
Alberta,10.0,101.0,33.0,144.0,18.0,0.0,1.0,1.0,59.0,5.0,0.0,15.0,35.0,80.0,29.0,2019-04-20
British Columbia,17.0,48.0,52.0,117.0,13.0,39.0,0.0,0.0,12.0,0.0,0.0,6.0,1.0,27.0,13.0,2019-04-20
Yukon,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-20
Northwest Territories,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2019-04-20
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2019-04-20
Newfoundland,0.0,0.0,30.0,30.0,0.0,14.0,6.0,0.0,13.0,0.0,0.0,0.0,20.0,5.0,0.0,2019-04-27
Prince Edward Island,0.0,4.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-27
Nova Scotia,0.0,0.0,15.0,15.0,2.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2019-04-27
New Brunswick,0.0,0.0,59.0,59.0,36.0,24.0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,3.0,3.0,2019-04-27
Quebec,0.0,0.0,237.0,237.0,81.0,79.0,2.0,1.0,29.0,1.0,0.0,12.0,22.0,0.0,4.0,2019-04-27
Onatrio,8.0,79.0,47.0,134.0,24.0,30.0,1.0,3.0,43.0,0.0,0.0,7.0,29.0,24.0,5.0,2019-04-27
Manitoba,5.0,9.0,4.0,18.0,12.0,17.0,1.0,1.0,15.0,0.0,0.0,4.0,4.0,25.0,3.0,2019-04-27
Saskatchewan,1.0,11.0,26.0,38.0,11.0,28.0,0.0,1.0,23.0,0.0,0.0,9.0,18.0,49.0,15.0,2019-04-27
Alberta,15.0,85.0,27.0,127.0,16.0,0.0,2.0,3.0,62.0,2.0,0.0,16.0,28.0,89.0,26.0,2019-04-27
British Columbia,14.0,46.0,37.0,97.0,7.0,14.0,0.0,1.0,24.0,3.0,0.0,1.0,0.0,48.0,13.0,2019-04-27
Yukon,8.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-27
Northwest Territories,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2019-04-27
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2019-04-27
Newfoundland,0.0,0.0,15.0,15.0,0.0,8.0,2.0,0.0,13.0,0.0,0.0,0.0,11.0,7.0,0.0,2019-05-04
Prince Edward Island,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-04
Nova Scotia,0.0,0.0,8.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-04
New Brunswick,0.0,0.0,29.0,29.0,32.0,17.0,0.0,0.0,15.0,1.0,0.0,2.0,2.0,15.0,4.0,2019-05-04
Quebec,0.0,0.0,152.0,152.0,65.0,62.0,4.0,0.0,47.0,0.0,0.0,11.0,26.0,0.0,4.0,2019-05-04
Onatrio,5.0,45.0,29.0,79.0,15.0,14.0,2.0,0.0,29.0,0.0,0.0,5.0,14.0,23.0,3.0,2019-05-04
Manitoba,4.0,8.0,4.0,16.0,7.0,12.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,22.0,5.0,2019-05-04
Saskatchewan,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,2.0,8.0,13.0,20.0,2019-05-04
Alberta,5.0,69.0,22.0,96.0,21.0,0.0,2.0,0.0,78.0,0.0,0.0,7.0,32.0,88.0,18.0,2019-05-04
British Columbia,10.0,24.0,22.0,56.0,7.0,16.0,0.0,0.0,18.0,0.0,0.0,5.0,0.0,34.0,5.0,2019-05-04
Yukon,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-04
Northwest Territories,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2019-05-04
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-04
Newfoundland,0.0,0.0,9.0,9.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,2.0,0.0,2019-05-11
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-11
Nova Scotia,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2019-05-11
New Brunswick,1.0,0.0,25.0,26.0,23.0,9.0,0.0,0.0,14.0,0.0,0.0,1.0,6.0,14.0,5.0,2019-05-11
Quebec,0.0,0.0,171.0,171.0,79.0,50.0,5.0,1.0,43.0,2.0,0.0,13.0,7.0,0.0,5.0,2019-05-11
Onatrio,9.0,44.0,16.0,69.0,5.0,12.0,4.0,2.0,44.0,0.0,0.0,3.0,21.0,17.0,4.0,2019-05-11
Manitoba,0.0,5.0,6.0,11.0,6.0,4.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,17.0,0.0,2019-05-11
Saskatchewan,3.0,7.0,7.0,17.0,5.0,7.0,0.0,0.0,10.0,0.0,0.0,6.0,11.0,26.0,17.0,2019-05-11
Alberta,15.0,62.0,18.0,95.0,21.0,0.0,7.0,2.0,69.0,1.0,0.0,11.0,26.0,101.0,20.0,2019-05-11
British Columbia,3.0,30.0,25.0,58.0,6.0,17.0,1.0,0.0,20.0,0.0,0.0,1.0,0.0,52.0,10.0,2019-05-11
Yukon,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-11
Northwest Territories,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2019-05-11
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-11
Newfoundland,0.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,12.0,3.0,0.0,2019-05-18
Prince Edward Island,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-18
Nova Scotia,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2019-05-18
New Brunswick,9.0,2.0,3.0,14.0,22.0,11.0,0.0,0.0,14.0,0.0,0.0,1.0,4.0,10.0,0.0,2019-05-18
Quebec,0.0,0.0,93.0,93.0,68.0,32.0,4.0,0.0,44.0,0.0,0.0,23.0,25.0,0.0,4.0,2019-05-18
Onatrio,6.0,45.0,9.0,60.0,10.0,7.0,4.0,0.0,31.0,1.0,0.0,6.0,32.0,25.0,1.0,2019-05-18
Manitoba,4.0,12.0,2.0,18.0,7.0,9.0,1.0,0.0,15.0,0.0,0.0,2.0,1.0,29.0,3.0,2019-05-18
Saskatchewan,2.0,5.0,1.0,8.0,5.0,3.0,0.0,1.0,9.0,0.0,0.0,4.0,14.0,43.0,29.0,2019-05-18
Alberta,4.0,69.0,19.0,92.0,18.0,0.0,5.0,2.0,71.0,2.0,0.0,15.0,31.0,119.0,11.0,2019-05-18
British Columbia,2.0,22.0,28.0,52.0,2.0,7.0,2.0,0.0,21.0,0.0,0.0,2.0,1.0,41.0,8.0,2019-05-18
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-18
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2019-05-18
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-18
Newfoundland,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,6.0,5.0,0.0,2019-05-25
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-25
Nova Scotia,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-25
New Brunswick,0.0,1.0,14.0,15.0,18.0,9.0,0.0,0.0,11.0,0.0,0.0,1.0,2.0,12.0,1.0,2019-05-25
Quebec,0.0,0.0,43.0,43.0,59.0,28.0,5.0,0.0,35.0,0.0,0.0,7.0,13.0,0.0,2.0,2019-05-25
Onatrio,3.0,18.0,14.0,35.0,18.0,25.0,4.0,0.0,37.0,0.0,0.0,2.0,13.0,23.0,1.0,2019-05-25
Manitoba,1.0,3.0,1.0,5.0,6.0,8.0,1.0,1.0,16.0,0.0,0.0,0.0,2.0,22.0,0.0,2019-05-25
Saskatchewan,0.0,1.0,4.0,5.0,5.0,2.0,1.0,0.0,10.0,1.0,0.0,6.0,10.0,38.0,3.0,2019-05-25
Alberta,3.0,49.0,9.0,61.0,13.0,0.0,5.0,2.0,51.0,2.0,0.0,8.0,29.0,71.0,8.0,2019-05-25
British Columbia,0.0,6.0,5.0,11.0,3.0,3.0,0.0,2.0,13.0,1.0,0.0,5.0,0.0,34.0,8.0,2019-05-25
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-25
Northwest Territories,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-25
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2019-05-25
Newfoundland,0.0,0.0,2.0,2.0,0.0,4.0,1.0,0.0,7.0,0.0,0.0,3.0,7.0,8.0,0.0,2019-06-01
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-01
Nova Scotia,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2019-06-01
New Brunswick,5.0,0.0,1.0,6.0,8.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,6.0,1.0,2019-06-01
Quebec,0.0,0.0,24.0,24.0,41.0,12.0,7.0,1.0,36.0,0.0,0.0,14.0,11.0,0.0,1.0,2019-06-01
Onatrio,7.0,4.0,5.0,16.0,9.0,7.0,5.0,0.0,31.0,0.0,0.0,7.0,17.0,29.0,0.0,2019-06-01
Manitoba,1.0,2.0,2.0,5.0,4.0,7.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,19.0,0.0,2019-06-01
Saskatchewan,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,11.0,0.0,0.0,8.0,3.0,31.0,2.0,2019-06-01
Alberta,0.0,37.0,8.0,45.0,9.0,0.0,6.0,1.0,38.0,1.0,0.0,8.0,16.0,84.0,4.0,2019-06-01
British Columbia,2.0,7.0,4.0,13.0,1.0,3.0,1.0,1.0,21.0,0.0,0.0,2.0,0.0,43.0,1.0,2019-06-01
Yukon,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-01
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2019-06-01
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2019-06-01
Newfoundland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-08
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-08
Nova Scotia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2019-06-08
New Brunswick,1.0,2.0,6.0,9.0,7.0,5.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,17.0,0.0,2019-06-08
Quebec,0.0,0.0,10.0,10.0,26.0,14.0,4.0,0.0,33.0,1.0,0.0,13.0,6.0,0.0,1.0,2019-06-08
Onatrio,4.0,4.0,4.0,12.0,10.0,4.0,5.0,0.0,28.0,0.0,0.0,4.0,11.0,31.0,2.0,2019-06-08
Manitoba,0.0,5.0,2.0,7.0,4.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,16.0,1.0,2019-06-08
Saskatchewan,0.0,0.0,7.0,7.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,5.0,11.0,39.0,6.0,2019-06-08
Alberta,1.0,20.0,4.0,25.0,9.0,0.0,7.0,3.0,41.0,0.0,0.0,7.0,11.0,75.0,7.0,2019-06-08
British Columbia,1.0,8.0,5.0,14.0,2.0,1.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,33.0,3.0,2019-06-08
Yukon,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-08
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2019-06-08
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-08
Newfoundland,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,4.0,6.0,0.0,2019-06-15
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-15
Nova Scotia,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-06-15
New Brunswick,0.0,0.0,1.0,1.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,13.0,1.0,2019-06-15
Quebec,0.0,0.0,18.0,18.0,26.0,9.0,7.0,9.0,12.0,0.0,0.0,13.0,9.0,0.0,4.0,2019-06-15
Onatrio,1.0,5.0,3.0,9.0,6.0,10.0,4.0,1.0,26.0,1.0,0.0,2.0,5.0,38.0,0.0,2019-06-15
Manitoba,2.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,9.0,0.0,0.0,7.0,2.0,25.0,2.0,2019-06-15
Saskatchewan,0.0,0.0,6.0,6.0,2.0,6.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,34.0,7.0,2019-06-15
Alberta,1.0,23.0,5.0,29.0,6.0,0.0,2.0,1.0,32.0,1.0,0.0,5.0,17.0,76.0,3.0,2019-06-15
British Columbia,1.0,4.0,6.0,11.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,4.0,0.0,43.0,2.0,2019-06-15
Yukon,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-15
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2019-06-15
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2019-06-15
Newfoundland,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,5.0,0.0,2019-06-22
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2019-06-22
Nova Scotia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2019-06-22
New Brunswick,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,8.0,1.0,2019-06-22
Quebec,0.0,0.0,14.0,14.0,11.0,6.0,6.0,0.0,18.0,0.0,0.0,25.0,4.0,0.0,4.0,2019-06-22
Onatrio,1.0,4.0,6.0,11.0,4.0,5.0,4.0,0.0,11.0,0.0,0.0,7.0,3.0,14.0,2.0,2019-06-22
Manitoba,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,5.0,0.0,0.0,4.0,2.0,14.0,0.0,2019-06-22
Saskatchewan,0.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,5.0,1.0,0.0,2.0,4.0,39.0,2.0,2019-06-22
Alberta,0.0,15.0,2.0,17.0,5.0,0.0,7.0,0.0,23.0,1.0,0.0,5.0,8.0,100.0,6.0,2019-06-22
British Columbia,0.0,12.0,3.0,15.0,0.0,1.0,0.0,0.0,13.0,5.0,0.0,5.0,0.0,53.0,4.0,2019-06-22
Yukon,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-22
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2019-06-22
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-22
Newfoundland,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,11.0,0.0,2019-06-29
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-29
Nova Scotia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-06-29
New Brunswick,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,2019-06-29
Quebec,0.0,0.0,7.0,7.0,6.0,3.0,5.0,0.0,13.0,1.0,0.0,12.0,0.0,0.0,0.0,2019-06-29
Onatrio,0.0,3.0,2.0,5.0,5.0,2.0,6.0,2.0,15.0,0.0,0.0,4.0,4.0,18.0,1.0,2019-06-29
Manitoba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-29
Saskatchewan,0.0,0.0,8.0,8.0,3.0,3.0,0.0,0.0,6.0,2.0,0.0,3.0,2.0,42.0,1.0,2019-06-29
Alberta,0.0,7.0,1.0,8.0,2.0,0.0,3.0,0.0,10.0,1.0,0.0,5.0,8.0,108.0,4.0,2019-06-29
British Columbia,0.0,16.0,3.0,19.0,1.0,4.0,0.0,1.0,18.0,0.0,0.0,3.0,0.0,54.0,1.0,2019-06-29
Yukon,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-29
Northwest Territories,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2019-06-29
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2019-06-29
Newfoundland,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,2019-07-06
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-06
Nova Scotia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2019-07-06
New Brunswick,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2019-07-06
Quebec,0.0,0.0,3.0,3.0,4.0,8.0,7.0,0.0,19.0,0.0,0.0,17.0,0.0,0.0,2.0,2019-07-06
Onatrio,1.0,2.0,0.0,3.0,1.0,2.0,8.0,0.0,4.0,0.0,0.0,3.0,2.0,17.0,0.0,2019-07-06
Manitoba,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,15.0,0.0,2019-07-06
Saskatchewan,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,28.0,0.0,2019-07-06
Alberta,0.0,6.0,1.0,7.0,1.0,0.0,8.0,1.0,20.0,1.0,0.0,7.0,7.0,102.0,4.0,2019-07-06
British Columbia,2.0,14.0,6.0,22.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,2.0,0.0,37.0,4.0,2019-07-06
Yukon,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-06
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2019-07-06
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-06
Newfoundland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-13
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-13
Nova Scotia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2019-07-13
New Brunswick,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2019-07-13
Quebec,0.0,0.0,1.0,1.0,5.0,5.0,4.0,1.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,2019-07-13
Onatrio,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,2.0,0.0,4.0,6.0,22.0,0.0,2019-07-13
Manitoba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,15.0,0.0,2019-07-13
Saskatchewan,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,46.0,0.0,2019-07-13
Alberta,0.0,8.0,0.0,8.0,1.0,0.0,3.0,2.0,8.0,1.0,0.0,8.0,4.0,99.0,1.0,2019-07-13
British Columbia,1.0,6.0,5.0,12.0,2.0,4.0,5.0,0.0,3.0,0.0,0.0,3.0,0.0,28.0,4.0,2019-07-13
